,,,,,
USER ARTIFACTS,,,,,
Artifact,Name,Labels,Path,Notes,Urls
,,,,,
Autorun Locations,,,,,
Login Items,MacOSUserLoginItems,Users,%%users.homedir%%/Library/Preferences/com.apple.loginitems.plist,Plists listing applications that automatically start when the user is logged in,
,,,,,
Users,,,,,
Users directories in /Users,MacOSUsers,Users,/Users/*,,
,,,,,
User Directories,,,,,
Downloads Directory,MacOSUserDownloadsDirectory,Users,%%users.homedir%%/Downloads/*,,
Documents Directory,MacOSUserDocumentsDirectory,Users,%%users.homedir%%/Documents/*,,
Music Directory,MacOSUserMusicDirectory,Users,%%users.homedir%%/Music/*,,
Desktop Directory,MacOSUserDesktopDirectory,Users,%%users.homedir%%/Desktop/*,,
Library Directory,MacOSUserLibraryDirectory,Users,%%users.homedir%%/Library/*,,
Movies Directory,MacOSUserMoviesDirectory,Users,%%users.homedir%%/Movies/*,,
Pictures Directory,MacOSUserPicturesDirectory,Users,%%users.homedir%%/Pictures/*,,
Public Directory,MacOSUserPublicDirectory,Users,%%users.homedir%%/Public/*,,
Applications,MacOSApplications,"Users, Software",/Applications/*,,
,,,,,
Preferences,,,,,
User preferences directory,MacOSUserPreferences,Users,%%users.homedir%%/Library/Preferences/*,Directory containing user preference settings for applications and utilities,
iCloud user preferences,MacOSiCloudPreferences,"Users, Cloud, ExternalAccount",%%users.homedir%%/Library/Preferences/MobileMeAccounts.plist,,
Sidebar Lists Preferences,MacOSSidebarLists,"Users, External Media",%%users.homedir%%/Library/Preferences/com.apple.sidebarlists.plist,Lists the names of volumes mounted on the desktop that have appeared in the sidebar list. [Confirmed starting from version 10.11 El Capitan],
"""","""","""",%%users.homedir%%/Preferences/com.apple.sidebarlists.plist,[Confirmed up to version 10.9 Maveriks],
Global Preferences,MacOSUserGlobalPreferences,Users,%%users.homedir%%/Library/Preferences/.GlobalPreferences.plist,User Global Preferences Plist,
Dock database,MacOSDock,Users,%%users.homedir%%/Library/Preferences/com.apple.Dock.plist,"It containing directories, files, and apps that have appeared in the Dock",
Attached iDevices,MacOSiDevices,"Users, External Media",%%users.homedir%%/Library/Preferences/com.apple.iPod.plist,Attached iDevices,
Quarantine Event Database,MacOSQuarantineEvents,"Users, Software",%%users.homedir%%/Library/Preferences/com.apple.LaunchServices.QuarantineEvents,"SQLite database that keeps track of files that have the quarantine extended attribute that is given to applications, scripts, and executables downloaded from potentially untrustworthy locations/people. The SQLite database contains URLS, email addresses, email subjects, and other potentially useful information.",
"""","""","""",%%users.homedir%%/Library/Preferences/com.apple.LaunchServices.QuarantineEventsV2,"SQLite database that keeps track of files that have the quarantine extended attribute that is given to applications, scripts, and executables downloaded from potentially untrustworthy locations/people. The SQLite database contains URLS, email addresses, email subjects, and other potentially useful information.",
,,,,,
Logs,,,,,
User and Applications Logs Directory,MacOSUserApplicationLogs,"Users, Logs",%%users.homedir%%/Library/Logs/*,Directory containing numerous application's log files user specific,
Misc. Logs,MacOSMiscLogs,"Users, Logs",/Library/Logs/*,Miscellaneous logs and diagnostic reports,
Terminal Commands History,MacOSBashHistory,"Users, Logs",%%users.homedir%%/.bash_history,Terminal commands history,
Terminal Commands Sessions,MacOSBashSessions,"Users, Logs",%%users.homedir%%/.bash_sessions/*,new,https://www.swiftforensics.com/2018/05/bash-sessions-in-macos.html
,,,,,
User's Accounts,,,,,
User's Social Accounts,MacOSUserSocialAccounts,"Users, Accounts",%%users.homedir%%/Library/Accounts/Accounts3.sqlite,,
,,,,,
iDevice Backup,,,,,
iOS device backups directory,MacOSiOSBackupsMainDirectory,"Users, iOS",%%users.homedir%%/Library/Application Support/MobileSync/Backup/*,,
iOS device backup information,MacOSiOSBackupInfo,"Users, iOS",%%users.homedir%%/Library/Application Support/MobileSync/Backup/*/info.plist,"It's a plist file in plain text. It stores data about the backed up device (such as device name, GUID, ICCID, IMEI, Product type, iOS version, serial numbers, UDID etc.) and the iTunes software used to create the backup (iTunes version number, iTunes settings).",
iOS device backup apps information,MacOSiOSBackupManifest,"Users, iOS",%%users.homedir%%/Library/Application Support/MobileSync/Backup/*/Manifest.plist,"It's a plist file in plain text and it describes the content of the backup. Inside this file we can find the list of applications installed on the backed up device. For every application there are the name and the particular version. Inside the file there is also the date the backup was made, the backup type (encrypted vs. unencrypted) and some information about the iDevice and the iTunes software used.",
iOS device backup files information,MacOSiOSBackupMbdb,"Users, iOS",%%users.homedir%%/Library/Application Support/MobileSync/Backup/*/Manifest.mbdb,It's a binary file that stores the descriptioons of all the other files in the backup directory. It contains a record for each element in the backup.,
iOS device backup status information,MacOSiOSBackupStatus,"Users, iOS",%%users.homedir%%/Library/Application Support/MobileSync/Backup/*/Status.plist,It's a plist file in binary format and it stores information about the completion of the backup,
,,,,,
Recent Items,,,,,
Recent Items,MacOSRecentItems,Users,%%users.homedir%%/Library/Preferences/com.apple.recentitems.plist,"Recently opened applications, files, and servers",
Recent Items application specific,MacOSApplicationsRecentItems,"Users, Software",%%users.homedir%%/Library/Preferences/*LSSharedFileList.plist,Recently opened files specific for each application,
,,,,,
Misc.,,,,,
Application Support Directory,MacOSApplicationSupport,"Users, Software",%%users.homedir%%/Library/Application Support/*,Contains application-specific folders used to support applications and utilities,
Keychain Directory,MacOSKeychains,Users,%%users.homedir%%/Library/Keychains/*,Directory containing user keychain files,
User Trash Folder,MacOSUserTrash,Users,%%users.homedir%%/.Trash/*,User Trash directory,
macOS NotificationCenter database,MacOSNotificationCenter,"Users, Logs",/private/var/folders/[a-z][0-9]/*/0/com.apple.notificationcenter/db2/*,NotificationCenter db introduced since version 10.10 Yosemite,https://objective-see.com/blog/blog_0x2E.html
KnowledgeC User and Application usage database,MacOSKnowledgeC,"Users, Logs",%%users.homedir%%/Library/Application Support/Knowledge/knowledgeC.db,It contains information about user and application usage. Confirmed since at least version 10.13. Timestamps in this database use the Mac Epoch time (01/01/2001 00:00:00 UTC).,https://www.mac4n6.com/blog/2018/8/5/knowledge-is-power-using-the-knowledgecdb-database-on-macos-and-ios-to-determine-precise-user-and-application-usage
"""","""","Users, Logs",/private/var/db/CoreDuet/Knowledge/knowledgeC.db,,
,,,,,
,,,,,
,,,,,
APPLICATIONS ARTIFACTS,,,,,
Artifact,Name,Labels,Path,Notes,Urls
,,,,,
iCloud,,,,,
iCloud Accounts,MacOSiCloudAccounts,"Users, Software, Cloud, ExternalAccount",%%users.homedir%%/Library/Application Support/iCloud/Accounts/*,,
,,,,,
Skype,,,,,
Skype Directory,MacOSSkypeMainDirectory,"Users, Software, IM",%%users.homedir%%/Library/Application Support/Skype/*,Directory containing Skype user artifacts,
Skype User profile,MacOSSkypeUserProfile,"Users, Software, IM",%%users.homedir%%/Library/Application Support/Skype/*/*,Directory containing Skype user artifacts,
Skype Preferences and Recent Searches,MacOSSkypePreferences,"Users, Software, IM",%%users.homedir%%/Library/Preferences/com.skype.skype.plist,Skype preferences and recent user searches,
Main Skype database,MacOSSkypeDb,"Users, Software, IM",%%users.homedir%%/Library/Application Support/Skype/*/Main.db,"Database of contacts, SMS's, calls, conversations, videos, messages, etc.",
Chat Sync Directory,MacOSSkypechatsync,"Users, Software, IM",%%users.homedir%%/Library/Application Support/Skype/*/chatsync/*,Directory containing chat logs,
,,,,,
Safari,,,,,
Safari Main Folder,MacOSSafariMainDirectory,"Users, Software, Browser",%%users.homedir%%/Library/Safari/*,,
Safari Bookmarks,MacOSSafariBookmarks,"Users, Software, Browser",%%users.homedir%%/Library/Safari/Bookmarks.plist,Plist listing default and user-added Safari bookmarks,
Safari Downloads,MacOSSafariDownloads,"Users, Software, Browser",%%users.homedir%%/Library/Safari/Downloads.plist,Plist listing files downloaded using Safari Browser,
Safari Installed Extensions,MacOSSafariExtensions,"Users, Software, Browser",%%users.homedir%%/Library/Safari/Extensions/Extensions.plist,Plist describing installed Safari Extensions,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Safari/Extensions/*,Directory of Safari Extensions. Safari Extensions utilize .safariextz file extension.,
Safari History,MacOSSafariHistory,"Users, Software, Browser",%%users.homedir%%/Library/Safari/History.plist,Plist listing Safari web browsing history in older versions [exact version to be confirmed],
"""","""","""",%%users.homedir%%/Library/Safari/History.db,SQLite Safari web browsing history in new Safari versions [exact version to be confirmed],
Safari History Index,MacOSSafariHistoryIndex,"Users, Software, Browser",%%users.homedir%%/Library/Safari/HistoryIndex.sk,An index of Safari History allowing a user to perform keyword searches of visited webpages,
Safari Last Session,MacOSSafariLastSession,"Users, Software, Browser",%%users.homedir%%/Library/Safari/LastSession.plist,A plist describing the state of Safari when it was last closed,
Safari Local Storage Directory,MacOSSafariLocalStorage,"Users, Software, Browser",%%users.homedir%%/Library/Safari/LocalStorage/*,A directory for webpage-specific storage. Each webpage stores data in a SQLite database with the file extension of .localstorage.,
Safari Local Storage Database,MacOSSafariStorageTracker,"Users, Software, Browser",%%users.homedir%%/Library/Safari/LocalStorage/StorageTracker.db,A database listing the webpage specific databases,
Safari Top Sites,MacOSSafariTopSites,"Users, Software, Browser",%%users.homedir%%/Library/Safari/TopSites.plist,A Plist listing the webpages belonging to a Safari's Top Sites,
Safari Webpage Icons Database,MacOSSafariWebpageIcons,"Users, Software, Browser",%%users.homedir%%/Library/Safari/WebpageIcons.db,A database containing saved web page icons for webpages visited [missing in latest browser version. Exact reference to be found],
Safari Webpage Databases,MacOSSafariDatabases,"Users, Software, Browser",%%users.homedir%%/Library/Safari/Databases/*,A directory for webpage-specific database storage,
Safari Cache Directory,MacOSSafariCacheDirectory,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.apple.Safari/*,A directory containing Safari-specific cache items,
Safari Cache,MacOSSafariCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.apple.Safari/Cache.db,A cache of data from visited webpages,
Safari Extensions Cache,MacOSSafariCacheExtensions,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.apple.Safari/Extensions/*,A directory containing cached items for Safari Extensions,
Safari Webpage Previews,MacOSSafariWebPreviews,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.apple.Safari/Webpage Previews/*,A directory containing images of viewed webpages in .png and .jpg formats. The file name is a hash of the webpage URL. [missing in latest browser version. Exact reference to be found],
Safari Cookies,MacOSSafariCookies,"Users, Software, Browser",%%users.homedir%%/Library/Cookies/Cookies.binarycookies,Cookies from visited webpages,
Safari Preferences and Search terms,MacOSSafariPreferences,"Users, Software, Browser",%%users.homedir%%/Library/Preferences/com.apple.Safari.plist,Contains recent safari search strings and downloads folder location in addition to preferences,
Safari Extension Preferences,MacOSSafariExtPreferences,"Users, Software, Browser",%%users.homedir%%/Library/Preferences/com.apple.Safari.Extensions.plist,Contains preferences of Safari installed extensions,
Safari Bookmark Cache,MacOSSafariCacheBookmarks,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Metadata/Safari/Bookmarks/*,Each bookmark entry in Bookmarks.plist is stored as an individual file in this directory for more efficient use with Spotlight and to allow the user to select the bookmark entry from Spotlight and have Safari launch the corresponding webpage,
Safari History Cache,MacOSSafariCacheHistory,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Metadata/Safari/History/*,Each website entry in History.plist is stored as an individual file in this directory for more efficient use with Spotlight and to allow the user to select the webpage entry from Spotlight and have Safari launch the corresponding webpage,
Safari Temporary Images,MacOSSafariTempImg,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.apple.Safari/fsCachedData/*,It contains the images present/viewed in the web pages visited by the user,
,,,,,
Firefox,,,,,
Firefox Directory,MacOSFirefoxDirectory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/*,Directory containing user artifacts for Mozilla Firefox web browser,
Firefox Profiles,MacOSFirefoxProfiles,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*,,
Firefox Cookies,MacOSFirefoxCookies,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/Cookies.sqlite,,
Firefox Downloads,MacOSFirefoxDownloads,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/Downloads.sqlite,Download history. Removed in Firefox 26.0.,
Firefox Form History,MacOSFirefoxFormhistory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/Formhistory.sqlite,"Text entered into forms including search terms, email addresses, and login information.",
Firefox History,MacOSFirefoxHistory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/Places.sqlite,,
Firefox Signon,MacOSFirefoxPassword,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/signons.sqlite,"Encrypted saved passwords (and URL exceptions where ""NEVER SAVE PASSWORD"" is selected), requires key3.db to work.",
Firefox Key,MacOSFirefoxKey,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/key3.db,It contains a key used to encrypt and decrypt saved passwords.,
Firefox Permissions,MacOSFirefoxPermission,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/permissions.sqlite,"Permission database for cookies, pop-up blocking, image loading and add-ons installation.",
Firefox Add-ons,MacOSFirefoxAddons,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/addons.sqlite,"Stores AMO data for installed add-ons such as screenshots, ratings, homepage, and other details.",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/addons.json,Since varsion 25.0 it stores AddonRepository data previously stored in addons.sqlite,
Firefox Extension,MacOSFirefoxExtension,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/extensions.sqlite,Installed extension information,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/extensions.json,Since varsion 26.0 it stores XPIProvider data previously stored in extensions.sqlite.,
Firefox Pages Settings,MacOSFirefoxContentPreferences,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/content-prefs.sqlite,Individual settings for pages.,
Firefox Cache,MacOSFirefoxCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Firefox/Profiles/*.default/Cache/*,new,https://github.com/ForensicArtifacts/artifacts-kb/blob/master/webbrowser/FirefoxCache.md
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Firefox/Profiles/*.default/cache2/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Firefox/Profiles/*.default/cache2/doomed/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Firefox/Profiles/*.default/cache2/entries/*,new,
,,,,,
Google Chrome,,,,,
Chrome Main Folder,MacOSChromeMainDirectory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*,Directory containing user artifacts for Google Chrome web browser,
Chrome Default profile,MacOSChromeDefaultProfileDirectory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/default/*,Directory containing user artifacts for Google Chrome web browser,
Chrome History,MacOSChromeHistory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/History,"It contains the URL visited, a list of searched keywords/terms, a list of downloaded items",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Archived History,"Available unticl Chrome v37, after that Chrome no longer keeps URL visit records older than three months.",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/Archived History,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/History,new,
Chrome Bookmarks,MacOSChromeBookmarks,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Bookmarks,,
Chrome Cookies,MacOSChromeCookies,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Cookies,,
Chrome Local Storage,MacOSChromeLocalStorage,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Local Storage/*,"Local Storage is a common name for part of HTML5 Web Storage. It is the newest version of cookies, and it serves the same purpose as “normal” cookies: enabling websites to store persistent data locally.",
Chrome Login Data,MacOSChromeLogin,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Login Data,sqliteDb,
Chrome Top Sites,MacOSChromeTopSistes,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Top Sites,Rank of the most visited websites,
Chrome Web Data,MacOSChromeWebData,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Web Data,The Web Data database records text a user enters into web forms to let Chrome to automatically fill in similar future forms.,
Chrome Extensions,MacOSChromeExtension,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/databases/*,"It contains the databases of Chrome extensions, filled with the related usage data (empty in the latest versions, verify the latest available and consider removing it)",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/databases/Databases.db,"Contains the correlation between the extensions and their respective database folder (empty in the latest versions, verify the latest available and consider removing it)",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Extensions/**10,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/Extensions/**{10},new,
Chrome Extension Activity,MacOSChromeExtensionActivity,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Extension Activity,new,https://www.forensicswiki.org/wiki/Google_Chrome#Extension_Activity_database
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/Extension Activity,new,
Chrome Cache,MacOSChromeCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.google.Chrome/Cache.db,Google Chrome cache. Empty in the most recent versions,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Google/Chrome/*/Cache/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Google/Chrome Canary/*/Cache/*,new,
Chrome Media Cache,MacOSChromeMediaCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Google/Chrome/*/Media Cache/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Google/Chrome Canary/*/Media Cache/*,new,
Chrome Application Cache,MacOSChromeApplicationCache,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Application Cache/Cache/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/Application Cache/Cache/*,new,
Chrome GPU Cache,MacOSChromeGPUCache,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/GPUCache/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/GPUCache/*,new,
Chrome PNaCl translation cache,MacOSChromePNaClCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Google/Chrome/PnaclTranslationCache/*,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Caches/Google/Chrome Canary/PnaclTranslationCache/*,new,
Chrome Preferences Files,MacOSChromePreferences,"Users, Software, Browser",%%users.homedir%%/Library/Preferences/com.google.Chrome.plist,,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Preferences,new,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome Canary/*/Preferences,new,
,,,,,
Chromium,,,,,
Chromium History,MacOSChromiumHistory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Chromium/*/Archived History,new,
"""","""","""",%%users.homedir%%/Library/Application Support/Chromium/*/History,new,
Chromium Cache,MacOSChromiumCache,"Users, Software, Browser",%%users.homedir%%/Caches/Chromium/*/Cache/*,new,
"""","""","""",%%users.homedir%%/Library/Caches/Chromium/*/Cache/*,new,
Chromium Application Cache,MacOSChromiumApplicationCache,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Chromium/*/Application Cache/Cache/*,new,
Chromium Media Cache,MacOSChromiumMediaCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Chromium/*/Media Cache/*,new,
Chromium GPU Cache,MacOSChromiumGPUCache,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Chromium/*/GPUCache/*,new,
Chromium PNaCl translation cache,MacOSChromiumPNaClCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/Chromium/PnaclTranslationCache/*,new,https://chromium.googlesource.com/native_client/src/native_client/+/master/docs/pnacl_translation_cache.md
Chromium Preferences,MacOSChromiumPreferences,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Chromium/*/Preferences,new,
Chromium Extensions,MacOSChromiumExtension,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Chromium/*/Extensions/**10,new,
Chromium Extensions Activity,MacOSChromiumExtensionActivity,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Chromium/*/Extension Activity,new,
,,,,,
Mail,,,,,
Mail Main Folder,MacOSMailMainDirectory,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/*,Apple Mail main directory,
Mail Mailbox Directory,MacOSMailboxes,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/Mailboxes/*,Apple Mail Mailboxes,
Mail IMAP Synched Mailboxes,MacOSMailIMAP,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/IMAP-<name@address>/*,Synched IMAP Account(s),
Mail POP Synched Mailboxes,MacOSMailPOP,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/POP-<name@address>/*,Synched POP Account(s),
Mail BackupTOC,MacOSMailBackupTOC,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/MailData/BackupTOC.plist,Backup Plist that defines the mailbox structure,
