Firefox Extension,OSXFirefoxExtension,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/extensions.sqlite,Installed extension information,
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/extensions.json,Since varsion 26.0 it stores XPIProvider data previously stored in extensions.sqlite.,
Firefox Pages Settings,OSXFirefoxContentPrefs,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Firefox/Profiles/*/content-prefs.sqlite,Individual settings for pages.,
,,,,,
Google Chrome,,,,,
Chrome Main Folder,OSXChromeMainDir,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*,Directory containing user artifacts for Google Chrome web browser,
Chrome Default profile,OSXChromeDefaultDir,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/default/*,Directory containing user artifacts for Google Chrome web browser,
Chrome History,OSXChromeHistory,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/History,"It contains the URL visited, a list of searched keywords/terms, a list of downloaded items",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Archived History,"Available unticl Chrome v37, after that Chrome no longer keeps URL visit records older than three months.",
Chrome Bookmarks,OSXChromeBookmarks,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Bookmarks,,
Chrome Cookies,OSXChromeCookies,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Cookies,,
Chrome Local Storage,OSXChromeLocalStorage,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Local Storage/*.localstorage,"Local Storage is a common name for part of HTML5 Web Storage. It is the newest version of cookies, and it serves the same purpose as “normal” cookies: enabling websites to store persistent data locally.",
Chrome Login Data,OSXChromeLogin,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Login Data,,
Chrome Top Sites,OSXChromeTopSistes,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Top Sites,Rank of the most visited websites,
Chrome Web Data,OSXChromeWebData,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/Web Data,The Web Data database records text a user enters into web forms to let Chrome to automatically fill in similar future forms.,
Chrome Extensions,OSXChromeExtension,"Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/databases/*,"It contains the databases of Chrome extensions, filled with the related usage data",
"""","""","Users, Software, Browser",%%users.homedir%%/Library/Application Support/Google/Chrome/*/databases/Databases.db,Contains the correlation between the extensions and their respective database folder,
Chrome Cache,OSXChromeCache,"Users, Software, Browser",%%users.homedir%%/Library/Caches/com.google.Chrome/Cache.db,Google Chrome cache,
Chrome Preferences Files,OSXChromePreferences,"Users, Software, Browser",%%users.homedir%%/Library/Preferences/com.google.Chrome.plist,,
,,,,,
Mail,,,,,
Mail Main Folder,OSXMailMainDir,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/*,Apple Mail main directory,
Mail Mailbox Directory,OSXMailboxes,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/Mailboxes/*,Apple Mail Mailboxes,
Mail IMAP Synched Mailboxes,OSXMailIMAP,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/IMAP-<name@address>/*,Synched IMAP Account(s),
Mail POP Synched Mailboxes,OSXMailPOP,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/POP-<name@address>/*,Synched POP Account(s),
Mail BackupTOC,OSXMailBackupTOC,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/MailData/BackupTOC.plist,Backup Plist that defines the mailbox structure,
Mail Envelope Index,OSCMailEnvelopIndex,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/MailData/Envelope Index,SQLite db. Keeps track of the location of Mail messages - the content of some messages is present as well,
Mail Opened Attachments,OSXMailOpenedAttachments,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/MailData/OpenedAttachmentsV2.plist,Plist listing opened Mail attachments (although often empty. more to do here),
Mail Signatures by Account,OSXMailSignatures,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/MailData/Signatures/*,Plist containing Mail signatures,
Mail Downloads Directory,OSXMailDownloadAttachment,"Users, Software, Mail",%%users.homedir%%/Library/Containers/com.apple.mail/Data/Library/Mail Downloads/*,Directory containing files downloaded from email messages,
Mail Preferences,OSXMailPrefs,"Users, Software, Mail",%%users.homedir%%/Library/Preferences/com.apple.Mail.plist,Mail preferences,
Mail Recent Contacts,OSXMailRecentContacts,"Users, Software, Mail",%%users.homedir%%/Library/Application Support/AddressBook/MailRecents-v4.abcdmr,SQLite database stored in Address Book's support directory containing recent Mail contacts,
Mail Accounts,OSXMailAccounts,"Users, Software, Mail",%%users.homedir%%/Library/Mail/V[0-9]/MailData/Accounts.plist,Accounts configured in Mail.app,
